COD_NODE1,COD_NODE2,COD_PATH,pDistance,PathLength
A400,A539,1,1.3444999999999299,3069.759
A539,2292,1,0.601499999999987,3069.759
2292,9562,1,0.14599999999995802,3069.759
9562,964-1,1,0.842500000000086,3069.759
964-1,A388-1,1,0.41199999999992104,3069.759
A388-1,A362,1,2.44050000000004,3069.759
A362,9544,1,3.7260000000000004,3069.759
9544,A465,1,0.33950000000004404,3069.759
A465,A470,1,0.552500000000009,3069.759
A470,A471,1,0.552999999999997,3069.759
A471,9542,1,0.512000000000057,3069.759
9542,926,1,0.801999999999907,3069.759
926,OWN-926,1,0.0,3069.759
OWN-926,926-1,1,0.0,3069.759
926-1,OWN-926-1,1,0.0,3069.759
OWN-926-1,9542-1,1,0.956500000000005,3069.759
9542-1,A471-1,1,0.5104999999999771,3069.759
A471-1,A470-1,1,0.37200000000001704,3069.759
A470-1,A465-1,1,1.51150000000001,3069.759
A465-1,9544-1,1,0.857500000000028,3069.759
9544-1,1025,1,1.08499999999996,3069.759
1025,A454,1,0.5180000000000329,3069.759
A454,A442,1,0.413499999999889,3069.759
A442,7240,1,0.337500000000097,3069.759
7240,2249,1,0.0264999999999409,3069.759
2249,1026,1,0.45399999999999896,3069.759
1026,7661,1,1.65649999999998,3069.759
7661,A441,1,0.0654999999999966,3069.759
A441,OWN-A441,1,0.0,3069.759
OWN-A441,A436,1,5.96750000000003,3069.759
A436,957,1,0.765500000000042,3069.759
957,A432,1,3.72850000000004,3069.759
A432,935,1,0.638999999999978,3069.759
935,A429,1,1.3054999999999801,3069.759
A429,2226,1,0.467999999999975,3069.759
2226,2221,1,1.6964999999999602,3069.759
2221,B715,1,7.8009999999999495,3069.759
B715,7808,1,0.586000000000091,3069.759
7808,A649,1,22.643,3069.759
A649,A402,1,23.2545000000001,3069.759
A402,1002,1,4.62799999999993,3069.759
1002,7689,1,23.9695,3069.759
7689,1231,1,41.1055,3069.759
1231,2231,1,5.038000000000009,3069.759
2231,B997,1,4.43900000000005,3069.759
B997,2143,1,2.7289999999999304,3069.759
2143,A640,1,2.73450000000005,3069.759
A640,7653,1,70.032,3069.759
7653,B782,1,0.48599999999999,3069.759
B782,6396,1,28.5605,3069.759
6396,7495,1,39.0674999999999,3069.759
7495,X041,1,23.7970000000001,3069.759
X041,5549,1,45.7535,3069.759
5549,X175,1,13.5085,3069.759
X175,2802,1,28.855,3069.759
2802,2183,1,52.8684999999999,3069.759
2183,7795,1,11.0805,3069.759
7795,5477,1,18.05,3069.759
5477,X037,1,18.2795,3069.759
X037,X007,1,2.03700000000003,3069.759
X007,7319,1,0.926499999999919,3069.759
7319,2279,1,0.43450000000007105,3069.759
2279,X049,1,4.077499999999991,3069.759
X049,1124,1,0.403999999999883,3069.759
1124,B055,1,0.8260000000000219,3069.759
B055,5683,1,13.5060000000001,3069.759
5683,A404,1,65.083,3069.759
A404,7652,1,0.0950000000000273,3069.759
7652,A533,1,0.155499999999961,3069.759
A533,4696,1,0.0884999999999536,3069.759
4696,5730,1,0.0125000000000455,3069.759
5730,1186,1,1.38250000000005,3069.759
1186,7773,1,6.798999999999981,3069.759
7773,OWN-7773,1,0.0,3069.759
OWN-7773,X111,1,93.823,3069.759
X111,X042,1,0.566000000000031,3069.759
X042,J382,1,0.0550000000000637,3069.759
J382,5436,1,31.4109999999999,3069.759
5436,7449,1,113.757,3069.759
7449,J515,1,1.77200000000005,3069.759
J515,4361,1,5.367999999999941,3069.759
4361,465,1,11.912,3069.759
465,5413,1,0.522000000000048,3069.759
5413,5435,1,1.6004999999999,3069.759
5435,J294,1,2.54250000000002,3069.759
J294,J542,1,3.58800000000008,3069.759
J542,X098,1,0.39850000000001295,3069.759
X098,J490,1,3.2619999999999396,3069.759
J490,J430,1,0.16250000000002301,3069.759
J430,1502,1,0.947999999999979,3069.759
1502,J420,1,0.9505000000000341,3069.759
J420,J290,1,1.46499999999992,3069.759
J290,J286,1,1.7870000000000301,3069.759
J286,J292,1,0.635500000000093,3069.759
J292,7790,1,1.0009999999999801,3069.759
7790,2550,1,0.15349999999989403,3069.759
2550,J283,1,1.9640000000000601,3069.759
J283,J823,1,0.30449999999996197,3069.759
J823,4280,1,0.101499999999987,3069.759
4280,3301,1,1.8740000000000199,3069.759
3301,1460,1,0.6895000000000661,3069.759
1460,X208,1,0.0794999999999391,3069.759
X208,1421,1,3.0625,3069.759
1421,J623,1,0.533500000000004,3069.759
J623,1410,1,0.723499999999945,3069.759
1410,1490,1,0.230000000000132,3069.759
1490,OWN-1490,1,0.0,3069.759
OWN-1490,J652,1,0.0714999999999009,3069.759
J652,7780,1,0.325500000000034,3069.759
7780,7262,1,0.16700000000003,3069.759
7262,7793,1,2.21249999999998,3069.759
7793,J831,1,1.56450000000007,3069.759
J831,4262,1,0.0469999999999118,3069.759
4262,J833,1,0.38900000000001,3069.759
J833,7301,1,0.257000000000062,3069.759
7301,J167,1,1.9859999999998799,3069.759
J167,J427,1,0.9935000000000401,3069.759
J427,1404,1,1.72199999999998,3069.759
1404,J161,1,0.677999999999997,3069.759
J161,K937,1,3.19050000000004,3069.759
K937,J536,1,9.704500000000051,3069.759
J536,5591,1,0.0529999999999973,3069.759
5591,4227,1,0.0475000000000136,3069.759
4227,J050,1,0.6189999999999151,3069.759
J050,1672,1,13.897,3069.759
1672,1677,1,0.299999999999955,3069.759
1677,J810,1,22.8105,3069.759
J810,J813,1,4.56599999999992,3069.759
J813,7381,1,19.207,3069.759
7381,X290,1,1.0825000000001,3069.759
X290,4528,1,3.6775000000000095,3069.759
4528,1556,1,0.138500000000022,3069.759
1556,4115,1,8.813499999999982,3069.759
4115,J141,1,0.0534999999999854,3069.759
J141,347,1,6.04449999999997,3069.759
347,346,1,18.5145,3069.759
346,5222,1,0.144000000000005,3069.759
5222,j824,1,9.31299999999999,3069.759
j824,J692,1,71.3869999999999,3069.759
J692,8064,1,0.277000000000044,3069.759
8064,OWN-8064,1,0.0,3069.759
OWN-8064,GEN-8064,1,0.0,3069.759
GEN-7480,7480,2,0.0,2204.937
7480,OWN-7480,2,0.0,2204.937
OWN-7480,A905,2,15.5285,2204.937
A905,2284,2,1.5705,2204.937
2284,3229,2,2.7859999999999396,2204.937
3229,A900,2,2.3855000000000803,2204.937
A900,7774,2,0.839999999999979,2204.937
7774,7446,2,0.548499999999958,2204.937
7446,A901,2,4.45500000000002,2204.937
A901,3147,2,0.113,2204.937
3147,A510,2,165.5235,2204.937
A510,A356,2,10.0025,2204.937
A356,A153,2,168.865,2204.937
A153,2330,2,31.495,2204.937
2330,2328,2,0.871999999999957,2204.937
2328,B907,2,25.1390000000001,2204.937
B907,7735,2,29.8645,2204.937
7735,B767,2,2.37649999999996,2204.937
B767,A150,2,55.0895,2204.937
A150,2246,2,0.456500000000119,2204.937
2246,2806,2,2.98349999999994,2204.937
2806,5720,2,5.30950000000007,2204.937
5720,7678,2,1.5139999999998999,2204.937
7678,A426,2,3.91600000000005,2204.937
A426,2216,2,0.23099999999999501,2204.937
2216,810,2,2.25099999999998,2204.937
810,A157,2,1.58850000000007,2204.937
A157,6951,2,0.388999999999896,2204.937
6951,8491,2,0.15250000000003197,2204.937
8491,2233,2,2.79499999999996,2204.937
2233,3024,2,1.31950000000006,2204.937
3024,9495,2,0.7084999999999579,2204.937
9495,2296,2,1.80400000000009,2204.937
2296,B544,2,0.253999999999905,2204.937
B544,6945,2,0.47950000000003,2204.937
6945,A235,2,0.827999999999975,2204.937
A235,2252,2,0.827499999999986,2204.937
2252,OWN-2252,2,0.0,2204.937
OWN-2252,2252-1,2,0.0,2204.937
2252-1,OWN-2252-1,2,0.0,2204.937
OWN-2252-1,A235-1,2,0.7234999999999592,2204.937
A235-1,6945-1,2,0.841500000000038,2204.937
6945-1,2296-1,2,0.857000000000006,2204.937
2296-1,B544-1,2,0.041500000000021006,2204.937
B544-1,9495-1,2,1.59349999999999,2204.937
9495-1,3024-1,2,1.5764999999999898,2204.937
3024-1,2233-1,2,0.4960000000000229,2204.937
2233-1,8491-1,2,2.01649999999997,2204.937
8491-1,6951-1,2,0.6125000000000289,2204.937
6951-1,A157-1,2,0.0834999999999617,2204.937
A157-1,810-1,2,1.14700000000003,2204.937
810-1,2216-1,2,2.29649999999996,2204.937
2216-1,A426-1,2,0.13750000000001,2204.937
A426-1,5720-1,2,5.11700000000001,2204.937
5720-1,7678-1,2,0.38750000000005297,2204.937
7678-1,2806-1,2,5.35449999999999,2204.937
2806-1,2246-1,2,2.29199999999996,2204.937
2246-1,A150-1,2,0.676000000000062,2204.937
A150-1,B767-1,2,54.8119999999999,2204.937
B767-1,7735-1,2,2.60000000000002,2204.937
7735-1,B907-1,2,29.921999999999997,2204.937
B907-1,2330-1,2,24.441999999999997,2204.937
2330-1,2328-1,2,0.825999999999965,2204.937
2328-1,A153-1,2,31.983,2204.937
A153-1,A356-1,2,168.792,2204.937
A356-1,A510-1,2,9.731999999999971,2204.937
A510-1,3147-1,2,165.114,2204.937
3147-1,A901-1,2,0.5225000000000359,2204.937
A901-1,7446-1,2,4.505,2204.937
7446-1,7774-1,2,0.370000000000005,2204.937
7774-1,A900-1,2,0.7180000000000749,2204.937
A900-1,3229-1,2,2.82099999999991,2204.937
3229-1,2284-1,2,3.24200000000008,2204.937
2284-1,A905-1,2,1.46549999999991,2204.937
A905-1,3415,2,1.78750000000002,2204.937
3415,A906,2,62.1095,2204.937
A906,3295,2,10.984000000000002,2204.937
3295,3293,2,2.11950000000002,2204.937
3293,F174,2,71.66599999999991,2204.937
F174,3052,2,1.39949999999999,2204.937
3052,F731,2,53.908,2204.937
F731,5909,2,43.386,2204.937
5909,5908,2,2.2409999999999903,2204.937
5908,F313,2,26.1610000000001,2204.937
F313,7420,2,0.5974999999999681,2204.937
7420,F160,2,4.30300000000011,2204.937
F160,X122,2,2.40399999999988,2204.937
X122,3240,2,0.316500000000019,2204.937
3240,F240,2,0.0135000000000218,2204.937
F240,F279,2,0.6385000000000219,2204.937
F279,3725,2,0.9089999999998779,2204.937
3725,7782,2,0.220500000000129,2204.937
7782,F340,2,1.80899999999997,2204.937
F340,3722,2,0.40049999999996505,2204.937
3722,X096,2,2.19550000000004,2204.937
X096,F278,2,0.393000000000029,2204.937
F278,F337,2,0.0319999999999254,2204.937
F337,3662,2,0.0330000000000155,2204.937
3662,37,2,1.4855,2204.937
37,OWN-37,2,0.0,2204.937
OWN-37,3452,2,2.8510000000000004,2204.937
3452,F270,2,0.3125,2204.937
F270,F281,2,0.969500000000039,2204.937
F281,F273,2,0.0790000000000646,2204.937
F273,271,2,0.39649999999983293,2204.937
271,272,2,0.21400000000016897,2204.937
272,G324,2,0.19849999999996698,2204.937
G324,F284,2,0.7434999999999259,2204.937
F284,G344,2,0.751499999999965,2204.937
G344,F488,2,1.4640000000000601,2204.937
F488,3931,2,0.47199999999997994,2204.937
3931,3754,2,0.600000000000023,2204.937
3754,F497,2,0.0,2204.937
F497,274,2,0.0389999999999873,2204.937
274,OWN-274,2,0.0,2204.937
OWN-274,274-1,2,0.0,2204.937
274-1,OWN-274-1,2,0.0,2204.937
OWN-274-1,3754-1,2,0.020499999999981998,2204.937
3754-1,F497-1,2,6.66133814775094e-16,2204.937
F497-1,F488-1,2,0.41650000000000703,2204.937
F488-1,3931-1,2,0.20199999999997797,2204.937
3931-1,G344-1,2,1.8319999999999999,2204.937
G344-1,F284-1,2,0.8495000000000191,2204.937
F284-1,272-1,2,0.9469999999999841,2204.937
272-1,271-1,2,0.0350000000000188,2204.937
271-1,G324-1,2,0.0569999999999782,2204.937
G324-1,F273-1,2,0.368,2204.937
F273-1,F281-1,2,0.38449999999999607,2204.937
F281-1,F270-1,2,1.01800000000003,2204.937
F270-1,3452-1,2,0.11500000000000199,2204.937
3452-1,37-1,2,2.8750000000000093,2204.937
37-1,OWN-37-1,2,0.0,2204.937
OWN-37-1,F337-1,2,1.27049999999998,2204.937
F337-1,3662-1,2,0.141000000000025,2204.937
3662-1,F278-1,2,0.126999999999976,2204.937
F278-1,X096-1,2,0.40649999999997793,2204.937
X096-1,3722-1,2,2.0889999999999698,2204.937
3722-1,F340-1,2,0.265000000000027,2204.937
F340-1,7782-1,2,1.80600000000003,2204.937
7782-1,3725-1,2,0.65949999999998,2204.937
3725-1,F279-1,2,0.184000000000026,2204.937
F279-1,X122-1,2,1.0074999999999599,2204.937
X122-1,3240-1,2,0.15200000000003303,2204.937
3240-1,F240-1,2,0.16050000000002,2204.937
F240-1,F160-1,2,2.66449999999997,2204.937
F160-1,7420-1,2,4.21200000000003,2204.937
7420-1,F313-1,2,0.490499999999926,2204.937
F313-1,5909-1,2,26.589000000000002,2204.937
5909-1,5908-1,2,1.83349999999998,2204.937
5908-1,F731-1,2,43.5765,2204.937
F731-1,3052-1,2,53.7305,2204.937
3052-1,F174-1,2,1.03099999999998,2204.937
F174-1,A907,2,43.271,2204.937
A907,F359,2,0.9785000000000541,2204.937
F359,3295-1,2,27.7375,2204.937
3295-1,3293-1,2,1.35049999999998,2204.937
3293-1,A906-1,2,11.8425,2204.937
A906-1,3415-1,2,61.898999999999994,2204.937
3415-1,A905-2,2,1.89500000000004,2204.937
A905-2,2284-2,2,1.4925000000000102,2204.937
2284-2,3229-2,2,3.5944999999999303,2204.937
3229-2,A900-2,2,2.3855000000000897,2204.937
A900-2,7774-2,2,0.8399999999999179,2204.937
7774-2,7446-2,2,0.54849999999999,2204.937
7446-2,A901-2,2,4.45500000000004,2204.937
A901-2,3147-2,2,0.113,2204.937
3147-2,A510-2,2,165.5235,2204.937
A510-2,A356-2,2,10.0025,2204.937
A356-2,A153-2,2,168.865,2204.937
A153-2,2330-2,2,31.4949999999999,2204.937
2330-2,2328-2,2,0.871999999999957,2204.937
2328-2,B907-2,2,25.1390000000001,2204.937
B907-2,7735-2,2,29.8644999999999,2204.937
7735-2,B767-2,2,2.37650000000008,2204.937
B767-2,A150-2,2,55.089499999999894,2204.937
A150-2,2246-2,2,0.456500000000119,2204.937
2246-2,2806-2,2,2.98349999999994,2204.937
2806-2,5720-2,2,5.30949999999996,2204.937
5720-2,7678-2,2,1.5140000000000102,2204.937
7678-2,A426-2,2,3.91600000000005,2204.937
A426-2,2216-2,2,0.23099999999999501,2204.937
2216-2,810-2,2,2.25099999999998,2204.937
810-2,A157-2,2,1.5884999999999498,2204.937
A157-2,6951-2,2,0.38900000000001,2204.937
6951-2,8491-2,2,0.15250000000003197,2204.937
8491-2,2233-2,2,2.79499999999996,2204.937
2233-2,3024-2,2,1.31950000000006,2204.937
3024-2,9495-2,2,0.7084999999999579,2204.937
9495-2,2296-2,2,1.80400000000009,2204.937
2296-2,B544-2,2,0.253999999999905,2204.937
B544-2,6945-2,2,0.47950000000003,2204.937
6945-2,A235-2,2,0.827999999999975,2204.937
A235-2,2252-2,2,0.827499999999986,2204.937
2252-2,OWN-2252-2,2,0.0,2204.937
OWN-2252-2,GEN-2252,2,0.0,2204.937
GEN-X199,OWN-X199,3,0.0,3288.136
OWN-X199,X199,3,0.0,3288.136
X199,1245,3,96.103,3288.136
1245,8608,3,27.453000000000003,3288.136
8608,3304,3,11.296,3288.136
3304,7440,3,4.78399999999999,3288.136
7440,A216,3,7.647000000000019,3288.136
A216,A027,3,14.6565,3288.136
A027,2493,3,5.0799999999999805,3288.136
2493,A059,3,6.164000000000019,3288.136
A059,2967,3,8.09549999999999,3288.136
2967,B786,3,0.0450000000000159,3288.136
B786,7904,3,6.96299999999999,3288.136
7904,9568,3,0.0,3288.136
9568,X281,3,0.0,3288.136
X281,2265,3,2.41400000000002,3288.136
2265,B617,3,0.0174999999999841,3288.136
B617,B800,3,1.0325,3288.136
B800,2209,3,3.2009999999999903,3288.136
2209,6795,3,3.3315000000000095,3288.136
6795,B677,3,3.0484999999999904,3288.136
B677,852,3,4.9689999999999905,3288.136
852,X152,3,1.125,3288.136
X152,2259,3,1.4700000000000302,3288.136
2259,B406,3,1.238,3288.136
B406,A271,3,1.00450000000001,3288.136
A271,2220,3,0.21749999999997302,3288.136
2220,A291,3,2.07500000000002,3288.136
A291,2644,3,2.17049999999998,3288.136
2644,A712,3,0.0110000000000241,3288.136
A712,759,3,0.914499999999975,3288.136
759,7676,3,0.845000000000027,3288.136
7676,986,3,0.322499999999991,3288.136
986,A563,3,1.68450000000001,3288.136
A563,A606,3,3.63799999999998,3288.136
A606,B998,3,1.1985000000000199,3288.136
B998,811,3,1.9834999999999898,3288.136
811,OWN-811,3,0.0,3288.136
OWN-811,811-1,3,0.0,3288.136
811-1,OWN-811-1,3,0.0,3288.136
OWN-811-1,9518,3,0.7869999999999671,3288.136
9518,B998-1,3,0.148000000000007,3288.136
B998-1,5586,3,2.6915000000000204,3288.136
5586,1397,3,0.27599999999999897,3288.136
1397,5656,3,2.2535,3288.136
5656,A234,3,0.9595000000000191,3288.136
A234,A262,3,0.0504999999999924,3288.136
A262,827,3,1.21749999999998,3288.136
827,767,3,4.168,3288.136
767,A117,3,0.00849999999999795,3288.136
A117,5567,3,1.4210854715202e-14,3288.136
5567,817,3,0.754499999999975,3288.136
817,2404,3,0.480999999999998,3288.136
2404,966,3,0.204000000000024,3288.136
966,920,3,3.12099999999995,3288.136
920,7202,3,0.385000000000062,3288.136
7202,3510,3,0.263999999999967,3288.136
3510,OWN-3510,3,0.0,3288.136
OWN-3510,A399,3,3.69999999999996,3288.136
A399,8491,3,0.512500000000081,3288.136
8491,A157,3,1.78199999999998,3288.136
A157,6951,3,0.10599999999997,3288.136
6951,810,3,0.522000000000034,3288.136
810,2216,3,2.48,3288.136
2216,A426,3,0.191499999999991,3288.136
A426,5720,3,5.11699999999995,3288.136
5720,7678,3,0.659000000000049,3288.136
7678,2806,3,5.35449999999999,3288.136
2806,2246,3,2.29200000000002,3288.136
2246,A150,3,0.676000000000002,3288.136
A150,B767,3,54.812,3288.136
B767,7735,3,2.60000000000001,3288.136
7735,B907,3,29.921999999999997,3288.136
B907,2330,3,24.441999999999997,3288.136
2330,2328,3,0.8259999999999929,3288.136
2328,A153,3,31.983,3288.136
A153,A356,3,168.792,3288.136
A356,A510,3,9.06950000000001,3288.136
A510,3716,3,78.4255,3288.136
3716,A501,3,0.7839999999999921,3288.136
A501,X031,3,2.85699999999997,3288.136
